CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
22090302,E25,2062229,Smoke Investigation (Outside),07/28/2002,07/28/2002,Other,07/28/2002 07:35:16 PM,300 Block of 20TH ST,SF,94107,B10,25,0970,3,3,3,false,"",1,ENGINE,1,3,10,Potrero Hill,"(37.7606927106062, -122.386101233024)",022090302-E25,6.3333335
22090312,E01,2062236,Structure Fire,07/28/2002,07/28/2002,Other,07/28/2002 07:56:53 PM,5TH ST/MISSION ST,SF,94103,B03,01,2246,3,3,3,false,"",1,ENGINE,1,3,6,South of Market,"(37.7827316349865, -122.406479403956)",022090312-E01,1.3333334
22090318,M32,2062242,Medical Incident,07/28/2002,07/28/2002,Other,07/28/2002 08:21:25 PM,0 Block of WEST VIEW AVE,SF,94134,B09,32,5685,3,3,3,true,"",1,MEDIC,1,9,9,Portola,"(37.7310324038004, -122.418272768641)",022090318-M32,2.1833334
22090338,M01,2062260,Medical Incident,07/28/2002,07/28/2002,Other,07/28/2002 09:44:25 PM,0 Block of MASON ST,SF,94102,B03,01,1365,1,1,2,true,"",1,MEDIC,1,3,6,Tenderloin,"(37.7837892969292, -122.409266307301)",022090338-M01,2.0333333
22090368,E29,2062284,Medical Incident,07/28/2002,07/28/2002,Other,07/28/2002 11:23:56 PM,200 Block of 8TH ST,SF,94103,B02,29,2322,3,3,3,false,"",1,ENGINE,2,2,6,South of Market,"(37.7760463471271, -122.41128875661)",022090368-E29,3.8166666
22090375,M38,2062291,Medical Incident,07/28/2002,07/28/2002,Other,07/29/2002 12:33:15 AM,600 Block of JONES ST,SF,94109,B01,03,1462,2,2,2,true,"",1,MEDIC,1,1,3,Tenderloin,"(37.7870479104601, -122.413296458789)",022090375-M38,3.7833333
22100002,T01,2062292,Other,07/28/2002,07/28/2002,Other,07/29/2002 12:15:19 AM,1300 Block of MISSION ST,SF,94103,B02,36,2336,3,3,3,false,"",1,TRUCK,1,2,6,South of Market,"(37.7757095884786, -122.41525748686)",022100002-T01,3.45
22100022,B04,2062308,Alarms,07/29/2002,07/28/2002,Other,07/29/2002 02:35:52 AM,2300 Block of PACIFIC AVE,SF,94115,B04,38,3546,3,3,3,false,"",1,CHIEF,3,4,2,Pacific Heights,"(37.7935066493689, -122.433922048128)",022100022-B04,4.3333335
22100029,E17,2062314,Medical Incident,07/29/2002,07/28/2002,Other,07/29/2002 03:39:39 AM,0 Block of REUEL CT,SF,94124,B10,25,0652,3,3,3,true,"",1,ENGINE,2,10,10,Bayview Hunters Point,"(37.7364122533313, -122.382919646324)",022100029-E17,2.5
22100034,E19,2062319,Medical Incident,07/29/2002,07/28/2002,Other,07/29/2002 05:06:39 AM,300 Block of ARBALLO DR,SF,94132,B08,19,8582,3,3,3,true,"",1,ENGINE,1,8,7,Lakeshore,"(37.7208277091739, -122.482928242423)",022100034-E19,4.75
22100064,E24,2062340,Smoke Investigation (Outside),07/29/2002,07/29/2002,Other,07/29/2002 08:10:56 AM,MARKET ST/STANTON ST,SF,94114,B06,24,5266,3,3,3,false,"",1,ENGINE,1,6,8,Twin Peaks,"(37.7567545855712, -122.44224350115)",022100064-E24,2.7
22100079,E01,2062347,Alarms,07/29/2002,07/29/2002,Other,07/29/2002 08:51:57 AM,500 Block of MINNA ST,SF,94103,B03,01,2251,3,3,3,false,"",1,ENGINE,1,3,6,South of Market,"(37.7800574377607, -122.408673540372)",022100079-E01,2.1
22100083,T13,2062350,Structure Fire,07/29/2002,07/29/2002,Other,07/29/2002 08:57:28 AM,2100 Block of STEINER ST,SF,94115,B04,38,3616,3,3,3,false,"",1,TRUCK,1,4,2,Pacific Heights,"(37.7889429003737, -122.435464997294)",022100083-T13,1.1833333
22100087,M43,2062352,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 10:06:10 AM,3200 Block of 26TH ST,SF,94110,B06,11,5613,3,3,3,true,"",1,MEDIC,2,6,9,Mission,"(37.7491990535295, -122.414593171104)",022100087-M43,2.6833334
22100126,E23,2062372,Alarms,07/29/2002,07/29/2002,Other,07/29/2002 10:55:20 AM,1300 Block of 47TH AVE,SF,94122,B08,23,7721,3,3,3,false,"",1,ENGINE,1,8,4,Sunset/Parkside,"(37.7613042681053, -122.507133779608)",022100126-E23,1.55
22100139,A202,2062378,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 11:49:35 AM,5TH ST/MISSION ST,SF,94103,B03,01,2246,1,1,2,false,"",1,PRIVATE,1,3,6,South of Market,"(37.7827316349865, -122.406479403956)",022100139-A202,6.766667
22100144,E01,2062381,Outside Fire,07/29/2002,07/29/2002,Other,07/29/2002 11:36:06 AM,0 Block of UNITED NATIONS PLZ,SF,94102,B02,01,1551,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7799444052046, -122.414317857881)",022100144-E01,2.6833334
22100164,A208,2062399,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 01:07:51 PM,400 Block of EDDY ST,SF,94109,B02,03,1545,1,1,2,false,"",1,PRIVATE,1,2,6,Tenderloin,"(37.7836739523567, -122.415072980803)",022100164-A208,3.1333334
22100249,B01,2062454,Alarms,07/29/2002,07/29/2002,Other,07/29/2002 04:13:15 PM,1100 Block of VALLEJO ST,SF,94109,B01,41,1512,3,3,3,false,"",1,CHIEF,2,1,3,Nob Hill,"(37.7975912402798, -122.416196207954)",022100249-B01,1.8
22100257,E16,2062462,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 04:45:09 PM,500 Block of MARINA BLVD,SF,94123,B04,16,4214,3,3,3,false,"",1,ENGINE,1,None,2,Marina,"(37.8057766801106, -122.443113576862)",022100257-E16,2.5333333
22100258,M01,2062463,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 05:30:53 PM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,true,"",1,MEDIC,1,3,6,South of Market,"(37.7801303744947, -122.409871449933)",022100258-M01,2.4333334
22100270,RC3,2062469,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 04:57:33 PM,2000 Block of MISSION ST,SF,94110,B02,07,5236,E,E,3,true,"",1,RESCUE CAPTAIN,3,2,9,Mission,"(37.7642361189447, -122.419659842408)",022100270-RC3,3.3666666
22100281,M29,2062478,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 06:36:06 PM,600 Block of YORK ST,SF,94110,B02,07,5426,3,3,3,true,"",1,MEDIC,2,6,10,Mission,"(37.7611844051192, -122.40902581037)",022100281-M29,1.6833333
22100292,E07,2062488,Structure Fire,07/29/2002,07/29/2002,Other,07/29/2002 06:01:58 PM,23RD ST/TREAT AV,SF,94110,B06,07,5477,3,3,3,true,"",1,ENGINE,1,6,9,Mission,"(37.7541645813906, -122.41314089117)",022100292-E07,0.73333335
22100295,E44,2062489,Aircraft Emergency,07/29/2002,07/29/2002,Other,07/29/2002 06:13:53 PM,CALL BOX: SF INTERNATIONAL AIRPORT,SFO,"",B09,44,6913,3,3,3,false,"",1,ENGINE,8,None,None,None,"(37.6168823239251, -122.384094238098)",022100295-E44,5.633333
22100303,M10,2062496,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 08:02:25 PM,2900 Block of WASHINGTON ST,SF,94115,B04,10,4162,3,3,3,true,"",1,MEDIC,1,4,2,Pacific Heights,"(37.7907016716265, -122.441830501948)",022100303-M10,4.3
22100318,M15,2062511,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 07:53:23 PM,LIEBIG ST/SAN JOSE AV,SF,94112,B09,33,8357,3,3,3,true,"",1,MEDIC,2,9,11,Outer Mission,"(37.7095398944267, -122.457670304505)",022100318-M15,2.45
22100336,E17,2062528,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 09:09:00 PM,0 Block of ESPANOLA ST,SF,94124,B10,17,6641,3,3,3,true,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.731114440428, -122.380104860933)",022100336-E17,3.4
22100338,E01,2062530,Structure Fire,07/29/2002,07/29/2002,Other,07/29/2002 09:14:51 PM,4TH ST/FOLSOM ST,SF,94107,B03,01,2215,3,3,3,false,"",1,ENGINE,1,3,6,South of Market,"(37.7820242662358, -122.401159719509)",022100338-E01,2.2
22100362,M12,2062552,Medical Incident,07/29/2002,07/29/2002,Other,07/29/2002 11:05:51 PM,1700 Block of HAIGHT ST,SF,94117,B05,12,4545,3,3,3,true,"",1,MEDIC,2,5,5,Haight Ashbury,"(37.7693981235751, -122.451276976837)",022100362-M12,2.1666667
22100372,E06,2062560,Structure Fire,07/29/2002,07/29/2002,Other,07/29/2002 11:23:14 PM,0 Block of 12TH ST,SF,94103,B02,36,5116,3,3,3,false,"",1,ENGINE,5,2,6,Mission,"(37.7734277265612, -122.419200287559)",022100372-E06,2.0
22110007,T17,2062570,Structure Fire,07/30/2002,07/29/2002,Other,07/30/2002 12:37:21 AM,BANCROFT AV/JENNINGS ST,SF,94124,B10,17,6652,3,3,3,false,"",1,TRUCK,2,10,10,Bayview Hunters Point,"(37.7245438755716, -122.390924329057)",022110007-T17,1.8666667
22110022,E06,2062583,Medical Incident,07/30/2002,07/29/2002,Other,07/30/2002 02:45:12 AM,FILLMORE ST/PAGE ST,SF,94117,B05,06,3531,3,3,3,false,"",1,ENGINE,2,2,5,Hayes Valley,"(37.7730392989418, -122.430629087234)",022110022-E06,3.4333334
22110098,E13,2062629,Citizen Assist / Service Call,07/30/2002,07/30/2002,Other,07/30/2002 09:03:50 AM,600 Block of CHESTNUT ST,SF,94133,B01,28,1424,3,3,3,false,"",1,ENGINE,1,1,3,North Beach,"(37.8037059928604, -122.414061181051)",022110098-E13,2.5166667
22110104,E03,2062632,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 09:16:21 AM,300 Block of EDDY ST,SF,94102,B02,03,1540,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7838344374141, -122.412930522059)",022110104-E03,1.8833333
22110133,M38,2062645,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 10:53:31 AM,200 Block of WEBSTER ST,SF,94117,B02,06,3524,1,1,2,true,"",1,MEDIC,1,2,5,Hayes Valley,"(37.7730118887376, -122.429012554068)",022110133-M38,11.566667
22110135,E17,2062646,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 10:18:11 AM,3900 Block of SAN BRUNO AVE,SF,94134,B10,44,6266,3,3,3,true,"",1,ENGINE,3,10,10,Visitacion Valley,"(37.7145279846463, -122.401750435839)",022110135-E17,2.6833334
22110136,M29,2062647,Medical Incident,07/30/2002,07/30/2002,Other,"",CONNECTICUT ST/WISCONSIN ST,SF,94107,B10,37,2565,3,3,3,true,"",1,MEDIC,3,10,10,Potrero Hill,"(37.7536847460271, -122.398593151785)",022110136-M29,2.3
22110169,T17,2062670,Structure Fire,07/30/2002,07/30/2002,Other,07/30/2002 11:39:59 AM,BLANKEN AV/WHEELER AV,SF,94134,B10,44,6271,3,3,3,false,"",1,TRUCK,2,10,10,Bayview Hunters Point,"(37.7118144387143, -122.399927961062)",022110169-T17,1.3833333
22110172,E03,2062672,Structure Fire,07/30/2002,07/30/2002,Other,07/30/2002 11:57:59 AM,1300 Block of TURK ST,SF,94115,B05,05,3535,3,3,3,false,"",1,ENGINE,7,5,5,Western Addition,"(37.7806601472353, -122.431293406245)",022110172-E03,1.8333334
22110204,M36,2062697,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 01:11:08 PM,2100 Block of POST ST,SF,94115,B04,10,4131,1,1,2,true,"",1,MEDIC,2,4,5,Japantown,"(37.7846877609559, -122.437204719428)",022110204-M36,6.766667
22110212,RC2,2062700,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 01:08:31 PM,2200 Block of MARKET ST,SF,94114,B05,06,5231,E,E,3,true,"",1,RESCUE CAPTAIN,1,5,8,Castro/Upper Market,"(37.7649516607095, -122.431937558766)",022110212-RC2,2.9333334
22110275,E08,2062744,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 04:32:05 PM,200 Block of HARRISON ST,SF,94105,B03,35,2123,3,3,3,true,"",1,ENGINE,1,3,6,Financial District/South Beach,"(37.7877559111274, -122.390700753864)",022110275-E08,3.0166667
22110287,E06,2062753,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 04:54:11 PM,100 Block of CHURCH ST,SF,94114,B02,06,5213,3,3,3,false,"",1,ENGINE,1,2,8,Castro/Upper Market,"(37.7690612353533, -122.429159883658)",022110287-E06,2.9166667
22110303,E07,2062767,Structure Fire,07/30/2002,07/30/2002,Other,07/30/2002 05:40:36 PM,23RD ST/TREAT AV,SF,94110,B06,07,5477,3,3,3,true,"",1,ENGINE,1,6,9,Mission,"(37.7541645813906, -122.41314089117)",022110303-E07,1.3
22110324,E41,2062786,Structure Fire,07/30/2002,07/30/2002,Other,07/30/2002 07:21:08 PM,800 Block of SUTTER ST,SF,94109,B01,03,1463,3,3,3,false,"",1,ENGINE,1,1,3,Nob Hill,"(37.7884388430214, -122.414352343522)",022110324-E41,2.8166666
22110325,E06,2062787,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 07:35:10 PM,18TH ST/NOE ST,SF,94114,B05,06,5417,3,3,3,false,"",1,ENGINE,1,5,8,Castro/Upper Market,"(37.7610213118677, -122.432793506002)",022110325-E06,1.5
22110339,E20,2062799,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 08:35:09 PM,300 Block of LAGUNA HONDA BLVD,SF,94116,B08,20,8649,3,3,3,false,"",1,ENGINE,2,8,7,West of Twin Peaks,"(37.7481253606641, -122.458963820115)",022110339-E20,3.2166667
22110349,E36,2062808,Medical Incident,07/30/2002,07/30/2002,Other,07/30/2002 08:55:07 PM,8TH ST/HOWARD ST,SF,94103,B02,36,2335,3,3,3,false,"",1,ENGINE,1,2,6,South of Market,"(37.7762213544451, -122.411606113878)",022110349-E36,2.6
22110350,T06,2062809,Alarms,07/30/2002,07/30/2002,Other,07/30/2002 09:07:48 PM,200 Block of HAIGHT ST,SF,94102,B02,36,3415,3,3,3,false,"",1,TRUCK,2,2,5,Hayes Valley,"(37.7726838520121, -122.426346200623)",022110350-T06,2.3833334
22110379,M05,2062836,Medical Incident,07/30/2002,07/30/2002,Other,07/31/2002 12:29:52 AM,800 Block of OAK ST,SF,94117,B05,21,3632,1,1,2,true,"",1,MEDIC,1,5,5,Hayes Valley,"(37.7737074288295, -122.433298927396)",022110379-M05,4.766667
22120010,E42,2062845,Medical Incident,07/31/2002,07/30/2002,Other,07/31/2002 01:07:48 AM,BOYLSTON ST/SWEENY ST,SF,94134,B10,42,6365,3,3,3,true,"",1,ENGINE,1,9,9,Portola,"(37.7320439313271, -122.410942992014)",022120010-E42,2.1833334
22120051,M29,2062884,Medical Incident,07/31/2002,07/30/2002,Other,07/31/2002 06:40:02 AM,22ND ST/INDIANA ST,SF,94107,B10,37,2535,3,3,3,true,"",1,MEDIC,2,10,10,Potrero Hill,"(37.7577679166811, -122.391174197359)",022120051-M29,3.5333333
22120059,T19,2062889,Elevator / Escalator Rescue,07/31/2002,07/30/2002,Other,07/31/2002 07:52:20 AM,FONT BL/TAPIA DR,SF,94132,B08,19,0868,3,3,3,false,"",1,TRUCK,1,8,7,Lakeshore,"(37.7217846884207, -122.482305620613)",022120059-T19,3.6833334
22120084,M07,2062899,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 09:15:29 AM,1100 Block of VALENCIA ST,SF,94110,B06,11,5512,3,3,3,true,"",1,MEDIC,2,6,9,Mission,"(37.754503089819, -122.420819132506)",022120084-M07,2.6166666
22120124,M13,2062917,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 11:00:26 AM,200 Block of MARKET ST,SF,94111,B03,13,2809,3,3,3,true,"",1,MEDIC,1,1,3,Financial District/South Beach,"(37.7928236509312, -122.397034190089)",022120124-M13,3.4666667
22120129,M15,2062918,Aircraft Emergency,07/31/2002,07/31/2002,Other,07/31/2002 10:59:22 AM,CALL BOX: SF INTERNATIONAL AIRPORT,SFO,"",B09,44,6913,3,3,3,true,"",1,MEDIC,7,None,None,None,"(37.6168823239251, -122.384094238098)",022120129-M15,3.5166667
22120130,E41,2062919,Structure Fire,07/31/2002,07/31/2002,Other,07/31/2002 10:19:55 AM,CLAY ST/GRANT AV,SF,94108,B01,13,1313,3,3,3,false,"",1,ENGINE,2,1,3,Chinatown,"(37.7942636257508, -122.406304988112)",022120130-E41,1.7166667
22120133,M28,2062921,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 12:01:02 PM,0 Block of COLUMBUS AVE,SF,94111,B01,13,1232,3,3,3,true,"",1,MEDIC,2,1,3,Chinatown,"(37.7961416886595, -122.404285846473)",022120133-M28,3.4833333
22120145,M29,2062928,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 11:28:45 AM,500 Block of BRYANT ST,SF,94107,B03,08,2217,3,3,3,true,"",1,MEDIC,2,3,6,South of Market,"(37.7800859438702, -122.397501734179)",022120145-M29,7.5833335
22120151,T07,2062930,Structure Fire,07/31/2002,07/31/2002,Other,07/31/2002 11:07:18 AM,23RD ST/TREAT AV,SF,94110,B06,07,5477,3,3,3,false,"",1,TRUCK,2,6,9,Mission,"(37.7541645813906, -122.41314089117)",022120151-T07,1.5833334
22120159,M32,2062937,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 11:40:24 AM,GENEVA AV/MISSION ST,SF,94112,B09,43,6175,1,1,2,true,"",1,MEDIC,1,9,11,Excelsior,"(37.7164595472961, -122.441019560156)",022120159-M32,2.1833334
22120172,E38,2062947,Alarms,07/31/2002,07/31/2002,Other,07/31/2002 12:12:45 PM,2500 Block of PACIFIC AVE,SF,94115,B04,38,3653,3,3,3,false,"",1,ENGINE,1,4,2,Pacific Heights,"(37.7930860507179, -122.437212642346)",022120172-E38,2.2
22120182,B10,2062953,Alarms,07/31/2002,07/31/2002,Other,07/31/2002 12:44:41 PM,2300 Block of MISSION ST,SF,94110,B06,07,5446,3,3,3,false,"",1,CHIEF,3,6,9,Mission,"(37.7594381240168, -122.419060339091)",022120182-B10,2.25
22120199,T12,2062963,Other,07/31/2002,07/31/2002,Other,07/31/2002 01:27:07 PM,1300 Block of HAIGHT ST,SF,94117,B05,21,4466,3,3,3,false,"",1,TRUCK,1,5,5,Haight Ashbury,"(37.7702640437118, -122.444486067677)",022120199-T12,2.0166667
22120202,93,2062966,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 02:26:04 PM,400 Block of EDDY ST,SF,94102,B02,03,1545,1,1,2,false,"",1,MEDIC,1,2,6,Tenderloin,"(37.7835654755497, -122.415051136249)",022120202-93,2.4333334
22120214,M43,2062972,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 02:34:13 PM,HIGHLAND AV/MISSION ST,SF,94110,B06,32,5631,2,2,2,true,"",1,MEDIC,1,6,8,Bernal Heights,"(37.7374062487517, -122.424040149847)",022120214-M43,3.0
22120236,FB1,2062987,Outside Fire,07/31/2002,07/31/2002,Other,07/31/2002 03:05:53 PM,300 Block of LOWER FORT MASON ST,FM,94123,B99,51,3343,3,3,3,false,"",1,SUPPORT,12,4,2,Marina,"(37.8059843486439, -122.431322222994)",022120236-FB1,4.85
22120236,M38,2062987,Outside Fire,07/31/2002,07/31/2002,Other,07/31/2002 03:11:13 PM,300 Block of LOWER FORT MASON ST,FM,94123,B99,51,3343,3,3,3,true,"",1,MEDIC,6,4,2,Marina,"(37.8059843486439, -122.431322222994)",022120236-M38,2.4166667
22120272,E02,2063018,Structure Fire,07/31/2002,07/31/2002,Other,07/31/2002 04:35:09 PM,KEARNY ST/SACRAMENTO ST,SF,94104,B01,13,1244,3,3,3,false,"",1,ENGINE,1,1,3,Chinatown,"(37.7935650841454, -122.404613422408)",022120272-E02,1.4333333
22120273,E41,2063019,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 04:47:04 PM,1000 Block of CALIFORNIA ST,SF,94108,B01,41,1445,3,3,3,false,"",1,ENGINE,2,1,3,Nob Hill,"(37.7916201314541, -122.412075501697)",022120273-E41,2.7333333
22120278,E19,2063022,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 05:25:23 PM,BROTHERHOOD WY/LAKE MERCED BL,SF,94132,B08,19,8775,3,3,3,false,"",1,ENGINE,1,8,7,Lakeshore,"(37.7146945137547, -122.485228934867)",022120278-E19,1.6333333
22120326,M14,2063061,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 08:51:56 PM,300 Block of 11TH AVE,SF,94118,B07,31,7141,1,1,2,true,"",1,MEDIC,1,7,1,Inner Richmond,"(37.7817385392724, -122.469629422744)",022120326-M14,2.5166667
22120343,E17,2063076,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 08:52:57 PM,4600 Block of 3RD ST,SF,94124,B10,17,6516,3,3,3,true,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7360180524544, -122.390409391697)",022120343-E17,2.4166667
22120346,T01,2063079,Alarms,07/31/2002,07/31/2002,Other,07/31/2002 09:02:26 PM,300 Block of STOCKTON ST,SF,94108,B01,01,1324,3,3,3,false,"",1,TRUCK,1,1,3,Financial District/South Beach,"(37.7887345763527, -122.406886503606)",022120346-T01,2.05
22120367,M36,2063094,Medical Incident,07/31/2002,07/31/2002,Other,07/31/2002 10:14:31 PM,9TH ST/MISSION ST,SF,94103,B02,36,2336,3,3,3,true,"",1,MEDIC,2,2,6,South of Market,"(37.7762305177878, -122.414711004673)",022120367-M36,1.85
22120376,E25,2063101,Structure Fire,07/31/2002,07/31/2002,Other,07/31/2002 11:21:08 PM,EVANS AV/KEITH ST,SF,94124,B10,25,6554,3,3,3,false,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7387635762461, -122.380942555243)",022120376-E25,1.3166667
22130002,E21,2063109,Structure Fire,08/01/2002,07/31/2002,Other,08/01/2002 12:20:57 AM,MASONIC AV/OAK ST,SF,94117,B05,21,4465,3,3,3,false,"",1,ENGINE,1,5,5,Golden Gate Park,"(37.7720803934485, -122.445716664284)",022130002-E21,1.35
22130011,T10,2063116,Structure Fire,08/01/2002,07/31/2002,Other,08/01/2002 01:53:26 AM,1500 Block of DIVISADERO ST,SF,94115,B05,10,4154,3,3,3,false,"",1,TRUCK,2,5,5,Japantown,"(37.7838286042462, -122.439466682445)",022130011-T10,1.9166666
22130014,E38,2063118,Medical Incident,08/01/2002,07/31/2002,Other,08/01/2002 02:17:22 AM,FILLMORE ST/SUTTER ST,SF,94115,B04,38,3542,3,3,3,false,"",1,ENGINE,1,4,5,Pacific Heights,"(37.7860854281172, -122.43327157966)",022130014-E38,2.65
22130036,E06,2063137,Medical Incident,08/01/2002,07/31/2002,Other,08/01/2002 05:18:13 AM,400 Block of VALENCIA ST,SF,94103,B02,06,5226,3,3,3,false,"",1,ENGINE,1,2,9,Mission,"(37.7661343875141, -122.421935077177)",022130036-E06,4.266667
22130047,M18,2063146,Medical Incident,08/01/2002,07/31/2002,Other,08/01/2002 07:16:04 AM,19TH AV/NORIEGA ST,SF,94122,B08,40,7422,3,3,3,true,"",1,MEDIC,2,8,7,Inner Sunset,"(37.7542421890572, -122.476423520851)",022130047-M18,2.7333333
22130069,M05,2063154,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 09:14:25 AM,1800 Block of PINE ST,SF,94109,B04,38,3325,3,3,3,true,"",1,MEDIC,1,4,2,Pacific Heights,"(37.7889450363259, -122.426252261665)",022130069-M05,2.6166666
22130072,RS1,2063156,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 08:19:46 AM,100 Block of EDDY ST,SF,94102,B03,01,1453,3,3,3,false,"",1,RESCUE SQUAD,2,3,6,Tenderloin,"(37.7841909047888, -122.410119483452)",022130072-RS1,2.0666666
22130085,E05,2063161,Structure Fire,08/01/2002,08/01/2002,Other,08/01/2002 08:58:37 AM,300 Block of WEBSTER ST,SF,94102,B02,05,0352,3,3,3,false,"",1,ENGINE,1,2,5,Hayes Valley,"(37.7737232931729, -122.429015869716)",022130085-E05,2.5
22130177,E10,2063215,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 12:26:09 PM,2200 Block of GEARY BLVD,SF,94115,B05,10,4154,3,3,3,false,"",1,ENGINE,2,5,5,Japantown,"(37.7833263288474, -122.44032487616)",022130177-E10,1.9666667
22130197,RS1,2063228,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 01:11:00 PM,300 Block of TAYLOR ST,SF,94102,B01,01,1452,3,3,3,false,"",1,RESCUE SQUAD,1,3,6,Tenderloin,"(37.7855267391339, -122.411301032076)",022130197-RS1,2.3666666
22130198,M07,2063230,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 02:03:59 PM,500 Block of CAPP ST,SF,94110,B06,07,5446,1,1,2,true,"",1,MEDIC,1,6,9,Mission,"(37.7578954435745, -122.417957286582)",022130198-M07,3.7
22130209,E03,2063237,Structure Fire,08/01/2002,08/01/2002,Other,08/01/2002 01:38:50 PM,EDDY ST/VAN NESS AV,SF,94109,B02,03,3163,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7828941211751, -122.420817005362)",022130209-E03,1.3
22130247,91,2063262,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 03:21:17 PM,1200 Block of MISSION ST,SF,94103,B02,01,2318,3,3,3,true,"",1,MEDIC,1,2,6,South of Market,"(37.7770436202636, -122.413583483648)",022130247-91,1.9
22130275,E15,2063283,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 04:35:49 PM,"CALL BOX: GENEVA AV/TARA ST,SF",SF,94112,B09,15,8313,3,3,3,true,"",1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7214153319024, -122.448476517936)",022130275-E15,2.5833333
22130278,E03,2063285,Outside Fire,08/01/2002,08/01/2002,Other,08/01/2002 04:50:02 PM,FELL ST/VAN NESS AV,SF,94102,B02,36,3166,3,3,3,false,"",1,ENGINE,1,2,5,Hayes Valley,"(37.7763688687361, -122.419506294961)",022130278-E03,3.5166667
22130292,91,2063293,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 06:24:58 PM,500 Block of 5TH ST,SF,94107,B03,08,2242,1,1,2,false,"",1,MEDIC,1,3,6,South of Market,"(37.7776242389287, -122.39998111124)",022130292-91,2.7833333
22130293,M03,2063294,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 06:20:33 PM,500 Block of OFARRELL ST,SF,94102,B04,03,1544,1,1,2,true,"",1,MEDIC,1,1,6,Tenderloin,"(37.7857402818673, -122.413804267911)",022130293-M03,5.766667
22130302,M38,2063303,Medical Incident,08/01/2002,08/01/2002,Other,"",800 Block of OFARRELL ST,SF,94109,B04,03,1642,3,3,3,true,"",1,MEDIC,3,2,6,Tenderloin,"(37.7850094895368, -122.418713807613)",022130302-M38,2.9333334
22130315,M17,2063313,Medical Incident,08/01/2002,08/01/2002,Other,08/01/2002 06:40:50 PM,0 Block of OCEAN AVE,SF,94112,B09,43,6121,3,3,3,true,"",1,MEDIC,2,9,11,Outer Mission,"(37.7236646500934, -122.437228215035)",022130315-M17,6.7
22130340,T11,2063334,Structure Fire,08/01/2002,08/01/2002,Other,08/01/2002 07:49:09 PM,29TH ST/MISSION ST,SF,94110,B06,32,5625,3,3,3,false,"",1,TRUCK,2,6,9,Bernal Heights,"(37.7440376332296, -122.420893660653)",022130340-T11,1.35
